time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,35,17,0,0
2026-04-28 00:00:00+00:00,39,11,0,0
2026-04-29 00:00:00+00:00,29,12,0,0
2026-04-30 00:00:00+00:00,24,9,0,0
2026-05-01 00:00:00+00:00,13,8,0,0
2026-05-02 00:00:00+00:00,36,9,0,0
2026-05-03 00:00:00+00:00,14,8,0,0
2026-05-04 00:00:00+00:00,21,7,0,0
2026-05-05 00:00:00+00:00,30,8,0,0
2026-05-06 00:00:00+00:00,23,10,0,0
2026-05-07 00:00:00+00:00,23,8,0,0
2026-05-08 00:00:00+00:00,12,8,0,0
2026-05-09 00:00:00+00:00,4,4,0,0
2026-05-10 00:00:00+00:00,18,9,0,0
